Size,Bath,Bed,City_Lisboa,City_Oeiras,City_Other,City_Sintra,good_prop
160,3,3,0,0,0,0,0
158,3,3,0,0,0,0,0
55,3,2,0,0,1,0,0
212,3,4,0,0,0,1,1
180,3,4,0,0,0,0,0
200,2,5,0,0,0,0,1
89,1,3,0,0,1,0,1
66,1,2,0,0,1,0,1
103,3,3,0,0,1,0,0
174,3,3,0,0,1,0,0
103,3,3,0,0,1,0,0
257,4,4,0,0,0,0,0
203,1,2,0,0,1,0,1
201,2,4,0,0,0,0,0
180,4,5,0,0,0,0,1
177,2,3,0,0,1,0,1
60,1,2,0,0,1,0,1
118,1,1,0,0,1,0,1
213,4,4,0,0,1,0,1
61,1,2,0,0,1,0,0
48,1,1,0,0,1,0,1
234,4,4,0,0,0,0,0
185,2,3,0,0,1,0,1
159,2,6,0,0,1,0,1
110,2,2,1,0,0,0,1
80,1,2,0,0,0,1,1
160,1,3,0,0,0,1,1
112,2,2,1,0,0,0,1
77,2,2,0,0,1,0,1
189,4,4,0,0,0,1,0
102,1,2,0,0,1,0,1
110,2,6,0,0,0,1,1
161,2,4,0,0,1,0,0
210,3,3,0,0,0,0,0
210,3,3,0,0,0,0,0
210,3,3,0,0,0,0,0
210,3,3,0,0,0,0,0
210,3,3,0,0,0,0,0
40,1,1,0,0,1,0,1
145,1,1,0,0,1,0,1
250,4,5,0,0,0,1,1
120,2,2,0,0,0,1,1
160,2,4,0,0,0,1,0
180,5,5,0,1,0,0,0
130,2,3,0,0,1,0,1
194,2,3,0,0,0,1,1
140,2,3,0,0,1,0,0
109,2,2,0,0,0,1,1
166,1,3,0,0,0,1,0
173,3,3,0,0,1,0,0
200,3,2,0,0,0,0,0
48,2,2,0,0,1,0,1
128,4,3,0,0,1,0,0
30,1,2,0,0,1,0,1
72,1,2,0,0,1,0,1
200,4,3,0,0,1,0,1
200,4,3,0,0,1,0,1
231,4,3,0,1,0,0,0
167,3,4,0,0,1,0,1
167,3,3,0,0,1,0,1
167,3,3,0,0,1,0,1
167,3,4,0,0,1,0,1
167,3,3,0,0,1,0,1
167,3,3,0,0,1,0,1
167,3,4,0,0,1,0,1
209,3,4,0,0,0,1,0
66,1,1,0,0,0,1,1
50,1,1,0,0,1,0,0
208,4,6,0,0,0,0,0
100,3,3,0,0,1,0,0
65,2,4,0,0,0,1,1
72,1,2,0,0,1,0,1
103,1,2,0,0,1,0,1
214,3,3,0,0,0,1,0
201,7,5,0,0,0,1,0
70,1,1,0,0,1,0,1
120,1,3,0,0,1,0,1
163,2,3,0,0,1,0,0
66,1,3,0,0,1,0,1
41,2,3,0,0,1,0,1
184,3,3,0,0,1,0,0
184,3,3,0,0,1,0,0
30,1,2,1,0,0,0,1
69,2,2,0,0,1,0,1
52,1,1,0,0,1,0,1
63,1,1,0,0,1,0,1
262,2,6,0,0,1,0,0
108,1,2,0,0,1,0,0
112,1,3,0,0,1,0,1
184,3,4,0,0,0,0,0
168,4,3,1,0,0,0,1
108,4,4,0,0,1,0,1
89,1,2,0,0,1,0,0
190,2,4,0,0,1,0,0
105,2,5,0,0,1,0,1
109,1,3,0,0,1,0,1
256,2,3,0,0,1,0,1
180,1,1,0,0,1,0,1
154,4,7,0,0,1,0,0
52,1,1,0,0,1,0,1
137,1,3,0,0,1,0,1
75,1,2,0,0,1,0,1
64,1,2,0,0,1,0,1
57,2,3,0,0,1,0,1
80,1,3,0,0,0,1,1
32,1,1,0,0,1,0,1
70,1,3,0,0,1,0,1
60,1,2,0,0,1,0,1
106,2,3,0,0,1,0,1
48,1,2,1,0,0,0,1
123,2,4,0,0,1,0,1
65,1,2,0,0,0,1,1
81,1,2,0,0,0,1,1
55,1,1,0,0,1,0,1
80,2,2,0,0,0,0,1
101,1,2,0,0,1,0,1
70,1,2,0,0,1,0,1
36,1,1,0,0,1,0,1
84,1,2,0,0,0,1,1
100,2,2,0,0,1,0,1
85,1,3,0,0,0,1,1
101,2,3,0,0,0,1,1
101,1,2,0,0,1,0,1
59,1,2,0,0,1,0,1
46,2,2,1,0,0,0,1
57,1,2,0,0,1,0,1
73,1,2,0,0,0,1,1
78,1,2,0,0,0,1,1
42,1,1,0,0,1,0,1
72,1,2,0,0,0,1,1
65,1,2,0,0,0,1,1
65,1,2,0,0,0,1,1
65,1,2,0,0,0,1,1
50,1,1,0,0,0,1,1
92,2,3,0,0,1,0,1
65,2,2,0,0,1,0,1
87,2,3,0,0,1,0,1
132,2,3,0,0,0,1,1
52,1,2,1,0,0,0,1
71,1,2,0,1,0,0,1
49,1,1,1,0,0,0,1
71,1,2,0,0,1,0,1
71,1,2,1,0,0,0,1
80,2,3,0,0,1,0,1
55,1,1,1,0,0,0,1
60,1,2,0,1,0,0,1
66,1,2,0,0,1,0,1
67,1,2,0,0,1,0,1
55,1,1,1,0,0,0,1
50,1,1,0,0,0,1,1
93,2,3,0,0,0,1,1
90,2,3,0,0,0,1,1
85,1,2,0,0,0,1,1
92,1,2,0,0,0,1,1
122,1,2,0,0,0,1,1
56,1,2,0,1,0,0,1
57,1,2,0,0,0,1,1
118,2,3,0,0,0,1,1
71,1,2,0,0,1,0,1
48,1,1,0,0,1,0,1
69,1,2,0,0,1,0,1
77,1,1,1,0,0,0,1
74,2,2,0,0,1,0,1
126,1,2,0,0,1,0,1
92,2,3,0,0,1,0,1
63,1,2,0,0,0,1,1
98,2,3,0,0,0,1,1
90,1,2,0,1,0,0,1
45,1,1,0,0,1,0,1
70,1,2,0,0,1,0,1
59,1,1,0,0,1,0,1
67,1,2,0,0,0,1,1
111,1,2,0,0,0,1,1
91,2,3,0,0,1,0,1
112,2,3,0,0,0,1,1
85,2,2,0,0,0,1,1
80,1,2,0,0,0,1,1
88,1,2,0,0,1,0,1
68,1,3,1,0,0,0,1
76,1,3,1,0,0,0,1
63,1,2,1,0,0,0,1
50,1,1,0,0,1,0,1
100,2,3,0,0,0,1,1
100,2,3,0,0,0,1,1
69,1,2,0,0,0,1,1
55,1,1,0,0,0,0,1
72,1,2,0,0,0,1,1
79,1,2,0,0,1,0,1
58,1,2,0,0,1,0,1
66,1,2,0,0,1,0,1
85,2,2,0,0,0,1,1
95,1,2,0,0,0,1,1
54,1,1,0,0,1,0,1
65,1,2,0,0,1,0,1
69,1,2,1,0,0,0,1
110,2,3,0,0,1,0,1
73,1,2,0,0,1,0,1
54,1,2,1,0,0,0,1
39,1,1,0,0,1,0,1
55,1,1,0,1,0,0,0
104,2,4,0,0,1,0,1
120,2,3,0,0,1,0,1
64,1,2,0,0,1,0,1
66,1,2,1,0,0,0,1
42,1,1,0,0,0,1,1
56,1,2,0,0,0,1,1
66,1,1,0,0,0,1,1
56,1,2,0,0,1,0,1
61,1,2,0,0,0,1,1
106,2,3,0,0,1,0,1
66,1,2,0,0,1,0,1
145,3,3,0,0,1,0,1
85,2,3,0,0,0,1,1
90,1,3,0,0,1,0,0
49,1,1,0,0,0,1,1
32,1,1,0,0,0,0,1
90,2,3,0,0,0,1,1
88,1,2,1,0,0,0,1
82,1,2,0,0,1,0,0
65,1,2,0,0,1,0,1
106,2,3,0,0,1,0,1
96,1,2,0,0,1,0,1
115,2,3,0,0,1,0,1
115,2,3,0,0,1,0,1
115,2,3,0,0,1,0,1
81,1,2,1,0,0,0,1
89,1,2,0,0,0,0,1
50,1,1,1,0,0,0,1
66,1,2,0,0,1,0,1
69,1,2,0,1,0,0,1
71,2,4,0,0,1,0,1
57,1,2,0,0,1,0,1
50,1,1,0,0,0,0,1
75,1,2,0,0,0,0,1
40,1,1,1,0,0,0,1
62,1,2,0,0,1,0,1
34,1,1,0,0,0,0,1
72,1,2,0,0,1,0,1
118,2,3,0,0,0,1,1
80,1,3,0,0,0,1,1
46,1,1,0,1,0,0,1
85,2,3,0,0,0,1,1
75,2,2,1,0,0,0,1
55,1,1,0,1,0,0,1
94,1,3,0,0,0,1,1
75,1,2,0,0,1,0,1
107,2,3,0,0,1,0,1
56,1,1,1,0,0,0,1
95,1,2,0,0,1,0,0
69,1,2,0,0,0,1,1
81,1,2,0,0,1,0,1
65,1,1,0,0,0,1,1
100,1,2,0,0,1,0,1
88,2,3,0,0,0,1,1
77,1,3,0,0,0,1,1
60,1,2,0,0,1,0,1
55,1,1,0,0,0,1,1
86,1,2,0,0,0,1,1
50,1,1,0,0,1,0,1
62,1,1,0,0,0,1,1
120,1,2,0,0,0,0,1
111,2,4,0,0,0,1,1
130,2,3,0,0,0,1,1
40,2,2,1,0,0,0,1
58,1,2,1,0,0,0,1
47,1,1,1,0,0,0,1
133,1,1,0,0,0,1,1
100,1,2,0,0,0,1,1
75,1,2,0,0,0,1,1
75,2,2,0,0,1,0,1
63,1,1,0,0,0,1,1
103,1,2,0,0,0,1,1
72,1,2,0,0,0,1,1
89,1,3,0,0,1,0,1
38,1,2,1,0,0,0,1
105,2,3,0,0,1,0,1
90,2,2,0,0,0,1,1
102,1,2,0,0,1,0,1
69,1,2,0,0,1,0,1
83,2,3,0,0,0,1,1
60,1,1,0,0,1,0,1
71,1,2,0,0,1,0,1
64,1,1,0,0,0,1,1
85,1,2,0,0,0,1,1
104,2,3,0,0,1,0,1
66,1,2,0,0,0,0,1
78,1,3,0,0,0,1,1
46,1,1,1,0,0,0,1
68,1,1,0,0,1,0,1
55,1,1,1,0,0,0,1
76,1,2,0,0,1,0,1
78,1,2,0,0,1,0,1
62,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
105,1,2,0,0,1,0,1
72,1,2,0,0,0,1,1
58,1,2,0,0,1,0,1
77,1,2,0,0,1,0,1
50,1,1,1,0,0,0,1
50,1,1,1,0,0,0,1
56,1,2,0,0,1,0,0
60,1,3,0,0,1,0,1
82,1,2,0,0,1,0,1
109,1,3,1,0,0,0,1
71,1,2,0,0,1,0,1
65,1,2,1,0,0,0,1
96,2,3,0,0,0,1,1
176,1,4,0,0,1,0,1
77,1,2,0,0,1,0,1
79,1,2,0,0,1,0,0
65,1,3,1,0,0,0,1
80,1,2,0,0,1,0,1
94,1,2,0,0,1,0,1
53,1,1,0,1,0,0,1
65,1,2,0,0,0,1,1
69,1,3,1,0,0,0,1
91,2,2,0,0,1,0,1
86,2,2,0,0,1,0,1
101,2,3,0,0,0,1,1
88,1,2,0,0,1,0,1
85,1,2,0,0,1,0,1
103,2,3,0,0,0,1,1
55,1,1,0,0,0,0,1
90,2,3,0,0,0,1,1
78,1,2,0,0,0,1,1
62,1,3,0,0,1,0,1
34,1,1,0,1,0,0,1
75,2,2,0,0,1,0,1
93,1,2,0,0,0,1,1
75,1,2,0,0,0,0,1
77,2,3,0,0,1,0,1
93,1,3,0,0,1,0,1
60,1,2,0,0,1,0,1
52,1,2,1,0,0,0,1
69,1,2,1,0,0,0,1
76,1,2,1,0,0,0,1
76,1,2,1,0,0,0,1
60,1,1,0,0,1,0,1
80,2,2,0,0,0,0,1
118,2,3,0,0,1,0,1
86,1,2,0,0,1,0,1
79,1,2,0,0,1,0,1
75,1,2,0,0,0,1,1
61,1,2,0,0,1,0,0
92,2,3,0,0,0,1,1
60,1,2,0,0,1,0,1
82,2,3,0,0,1,0,1
62,1,2,0,0,0,1,1
72,1,2,0,0,0,0,1
77,1,2,0,0,1,0,0
115,2,3,0,0,1,0,1
70,1,2,0,0,1,0,1
107,2,3,0,0,1,0,1
72,1,2,0,0,1,0,1
59,1,2,0,0,1,0,1
66,1,2,1,0,0,0,1
84,3,2,0,0,1,0,1
68,1,1,0,0,0,1,1
102,2,2,0,0,0,1,1
63,1,1,0,0,1,0,0
69,1,2,0,0,0,1,1
74,1,2,1,0,0,0,1
81,1,2,0,0,1,0,1
76,2,3,0,0,0,1,1
66,1,2,0,0,0,1,1
63,1,2,0,0,1,0,1
88,1,2,0,0,1,0,0
81,2,3,0,0,0,0,1
83,1,2,0,0,0,1,1
55,1,1,0,1,0,0,1
127,2,4,0,0,0,1,1
75,1,2,0,0,1,0,1
89,1,2,0,0,0,1,1
85,1,2,0,0,1,0,1
85,1,2,0,0,1,0,0
52,1,1,0,1,0,0,1
65,1,1,0,0,0,1,1
88,1,2,0,0,0,1,1
56,1,2,1,0,0,0,1
118,2,3,0,0,1,0,1
60,1,1,0,0,1,0,1
90,2,3,0,0,1,0,1
147,2,3,0,0,1,0,1
98,2,3,0,0,1,0,1
107,2,2,0,0,1,0,1
76,1,1,0,0,1,0,0
75,1,2,0,0,1,0,1
89,2,3,0,0,0,0,1
62,1,2,0,0,1,0,1
70,1,2,0,0,1,0,1
84,1,2,0,0,1,0,1
57,1,1,0,0,1,0,1
84,1,2,0,0,1,0,1
60,2,1,0,0,1,0,1
86,1,2,0,0,0,1,1
113,2,3,0,0,1,0,1
156,2,2,0,0,1,0,1
52,1,2,0,0,1,0,1
78,1,2,0,0,1,0,1
87,1,2,0,0,0,1,1
114,2,3,0,0,1,0,1
40,1,1,1,0,0,0,1
80,1,2,0,1,0,0,1
87,2,3,0,0,1,0,1
81,1,2,0,0,1,0,1
81,1,2,0,0,1,0,0
116,2,3,0,0,0,1,1
73,1,1,0,0,0,1,1
73,1,2,0,0,0,1,1
87,1,2,0,0,0,1,1
85,1,1,0,0,0,1,1
59,2,3,1,0,0,0,1
57,1,2,0,0,1,0,1
55,1,2,0,0,1,0,1
85,1,2,0,0,0,1,1
61,1,2,0,0,0,1,1
80,1,2,0,0,1,0,1
52,1,1,0,1,0,0,1
110,2,2,0,0,0,1,1
62,1,2,0,1,0,0,1
68,1,2,0,0,1,0,1
78,1,2,0,0,1,0,1
76,1,2,0,0,1,0,1
68,1,2,0,0,0,0,1
113,1,2,0,0,1,0,1
85,1,3,0,0,1,0,1
74,1,3,0,0,1,0,0
123,2,3,0,0,0,1,1
70,1,2,0,0,0,1,1
57,1,1,0,0,1,0,1
87,2,3,0,0,1,0,1
112,2,3,0,0,1,0,1
119,2,2,0,0,1,0,1
70,1,2,0,0,1,0,1
85,1,2,0,0,0,1,1
75,3,2,0,0,1,0,1
72,1,2,0,0,0,1,1
87,1,1,0,0,1,0,1
78,1,3,0,0,0,1,1
81,1,2,0,0,0,1,1
95,1,2,0,0,1,0,1
63,1,2,0,0,0,1,1
75,1,2,0,0,1,0,1
80,1,1,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
98,2,3,0,0,1,0,1
65,1,2,0,0,1,0,1
93,1,2,0,0,0,1,1
62,1,2,1,0,0,0,1
66,1,1,0,0,1,0,1
92,2,3,0,0,1,0,1
120,2,3,0,0,1,0,1
40,1,2,1,0,0,0,1
85,1,2,0,0,0,1,1
74,1,3,0,0,1,0,1
114,2,3,0,0,1,0,1
84,1,3,0,0,0,1,1
59,1,1,0,0,0,1,1
92,2,3,0,1,0,0,1
54,1,1,0,0,1,0,1
75,2,3,0,0,1,0,1
75,1,2,0,0,1,0,1
103,2,3,0,0,1,0,1
119,1,1,0,0,1,0,1
135,2,3,0,0,1,0,1
128,2,3,0,0,1,0,1
72,1,2,0,0,1,0,0
123,2,3,0,0,1,0,1
66,1,2,0,0,1,0,1
106,2,3,0,0,1,0,1
77,1,3,0,0,1,0,1
79,1,2,0,0,0,1,1
45,1,1,0,0,0,1,1
82,1,2,0,0,0,1,1
82,2,2,0,0,0,0,1
104,2,4,1,0,0,0,1
48,1,1,0,0,1,0,1
99,1,2,0,0,0,1,1
102,1,3,0,0,1,0,1
72,1,2,0,0,1,0,1
88,1,2,0,0,1,0,1
53,1,2,1,0,0,0,1
104,2,3,0,0,1,0,1
75,1,3,1,0,0,0,1
109,2,3,0,0,1,0,1
72,2,2,0,0,0,1,1
45,1,1,0,0,1,0,1
43,1,1,1,0,0,0,1
177,2,3,0,0,0,1,1
82,1,1,0,0,1,0,1
45,1,1,0,0,1,0,1
120,2,3,0,0,0,1,1
70,1,2,0,0,0,1,1
94,1,2,1,0,0,0,1
72,1,2,0,0,1,0,1
92,2,3,0,0,1,0,1
117,2,4,0,0,1,0,1
88,2,2,0,0,0,1,1
49,1,1,0,0,0,1,1
46,1,2,0,0,0,1,1
83,1,2,0,0,0,1,1
48,1,1,0,0,1,0,1
134,2,3,0,0,1,0,1
72,1,2,0,0,1,0,1
109,1,2,0,0,0,1,1
52,2,1,0,0,1,0,1
60,1,1,0,1,0,0,1
52,1,1,0,1,0,0,1
45,1,1,1,0,0,0,1
61,1,2,0,0,1,0,1
33,1,1,0,0,0,1,1
90,1,2,0,0,0,1,1
75,1,2,0,0,0,1,1
95,1,2,0,0,1,0,1
100,1,2,0,0,0,1,1
81,1,2,0,0,1,0,1
67,1,1,0,0,0,1,1
75,1,2,1,0,0,0,1
57,1,2,0,0,0,1,1
54,1,1,1,0,0,0,1
76,1,2,0,0,0,1,1
64,1,2,0,0,0,1,1
73,1,2,0,0,0,1,1
40,1,1,1,0,0,0,1
42,1,1,0,1,0,0,1
41,1,1,0,0,1,0,1
100,1,2,0,0,1,0,1
101,2,4,0,0,0,1,1
107,1,2,0,0,0,1,1
83,1,2,0,0,0,1,1
35,1,1,1,0,0,0,1
77,1,2,0,0,1,0,1
104,2,3,0,0,0,1,1
104,2,3,0,0,0,1,1
36,1,1,1,0,0,0,1
58,1,1,0,0,1,0,1
114,1,2,0,0,1,0,1
118,1,2,0,0,1,0,1
134,2,3,0,0,1,0,1
47,1,1,0,0,1,0,1
67,1,2,0,0,1,0,1
85,1,3,0,0,1,0,1
78,2,3,0,0,0,1,1
104,2,4,0,0,1,0,1
75,1,2,0,0,0,1,1
51,1,2,0,0,1,0,1
76,1,2,0,0,0,1,1
96,1,2,0,0,1,0,1
91,3,3,0,0,1,0,1
90,2,2,0,0,1,0,1
116,2,2,0,0,1,0,1
92,2,3,0,0,0,1,1
47,1,2,0,0,1,0,1
80,1,2,0,0,1,0,1
60,1,2,0,0,0,1,1
94,2,2,0,0,1,0,1
82,2,3,0,0,0,1,1
52,1,1,0,0,1,0,1
93,2,3,0,0,0,1,1
70,1,1,0,0,0,1,1
52,1,2,1,0,0,0,1
87,1,2,0,0,1,0,1
73,1,2,0,0,1,0,1
100,2,3,0,0,1,0,1
80,1,2,0,0,1,0,1
100,2,3,0,0,1,0,1
84,2,2,0,0,1,0,1
84,1,2,0,0,1,0,1
84,1,2,0,0,1,0,1
84,1,2,0,0,1,0,1
84,2,3,0,0,1,0,1
72,1,2,0,0,1,0,1
117,2,3,0,0,1,0,1
64,1,2,0,1,0,0,1
55,1,2,0,0,0,1,1
65,1,2,0,0,1,0,1
66,1,2,0,0,0,0,1
133,2,3,0,0,0,1,1
66,1,1,1,0,0,0,1
64,1,2,1,0,0,0,1
47,1,1,1,0,0,0,1
85,1,2,0,0,1,0,0
110,2,3,0,0,0,1,1
69,1,2,0,0,0,1,1
100,2,3,0,0,1,0,1
102,2,3,0,0,1,0,1
114,2,3,0,0,0,1,1
117,1,3,0,0,0,1,1
120,2,3,0,0,1,0,1
42,1,1,0,1,0,0,1
68,1,2,0,0,1,0,1
60,1,1,0,0,1,0,1
49,1,1,0,0,1,0,1
158,2,3,0,0,0,1,1
43,1,1,0,0,1,0,1
62,1,2,0,0,1,0,1
100,2,3,0,0,1,0,1
87,1,2,0,0,0,1,1
55,2,3,0,0,0,1,1
138,3,1,1,0,0,0,1
167,1,2,0,0,1,0,1
34,1,1,0,0,0,0,1
79,2,3,0,0,1,0,1
85,1,2,0,0,1,0,1
64,1,1,0,0,1,0,1
44,1,1,0,0,1,0,1
41,1,1,0,0,1,0,1
45,2,1,0,0,0,0,1
134,2,3,0,0,1,0,1
82,1,2,0,0,1,0,1
79,1,2,0,0,1,0,1
114,2,3,0,0,1,0,1
88,1,2,0,0,0,1,1
84,2,2,0,0,0,1,1
80,1,3,1,0,0,0,1
80,1,2,1,0,0,0,1
63,1,2,1,0,0,0,1
58,2,2,0,0,1,0,1
70,1,2,0,0,1,0,1
71,1,1,0,0,0,1,1
85,1,2,0,0,0,1,1
105,2,3,0,0,1,0,1
48,1,1,0,0,0,1,1
139,2,3,0,0,0,1,1
65,1,2,1,0,0,0,1
62,1,2,1,0,0,0,1
70,1,2,0,0,0,1,1
81,1,2,0,0,1,0,1
98,1,2,0,0,1,0,1
77,1,1,0,0,0,1,1
70,1,1,0,0,0,1,1
124,2,3,0,0,0,1,1
75,1,2,0,0,1,0,1
90,2,3,0,0,1,0,1
75,1,2,0,0,1,0,1
48,1,1,1,0,0,0,1
82,2,3,0,0,1,0,1
92,1,3,0,1,0,0,1
141,2,3,0,0,1,0,1
65,1,2,0,0,1,0,1
50,1,2,1,0,0,0,1
63,1,2,1,0,0,0,1
84,1,2,0,0,1,0,1
90,2,3,0,0,0,1,1
121,2,3,0,0,1,0,1
60,1,2,0,0,1,0,1
76,1,2,0,0,1,0,1
113,2,3,0,0,1,0,1
40,1,2,1,0,0,0,0
105,2,3,0,0,1,0,1
50,1,1,0,0,0,1,1
70,1,2,0,0,1,0,1
88,2,3,0,0,1,0,1
87,1,2,0,0,1,0,0
104,1,2,0,0,0,1,1
80,1,2,0,0,1,0,1
62,1,2,0,0,1,0,1
75,1,1,0,0,1,0,1
95,2,3,0,0,0,1,1
97,2,3,0,0,1,0,1
61,1,2,0,0,0,1,1
100,1,3,0,0,1,0,1
77,1,2,0,0,1,0,1
73,1,2,0,0,1,0,1
144,2,3,0,0,0,1,1
67,1,2,0,0,0,0,1
97,2,3,0,0,1,0,1
103,1,2,0,0,0,1,1
67,1,2,0,0,1,0,1
52,1,1,0,0,0,1,1
80,1,2,0,0,1,0,1
117,2,3,0,0,1,0,1
62,1,2,0,0,0,1,1
76,1,2,0,0,1,0,1
45,1,1,1,0,0,0,1
45,1,1,1,0,0,0,1
82,2,3,0,0,0,1,1
94,1,2,0,0,0,1,1
44,2,1,1,0,0,0,1
28,1,1,1,0,0,0,1
35,1,3,1,0,0,0,1
70,1,2,1,0,0,0,1
135,2,3,0,0,0,1,1
117,2,3,0,0,0,1,1
87,2,3,0,0,0,1,1
46,1,2,1,0,0,0,1
130,2,2,0,0,0,1,1
86,2,2,0,0,1,0,1
82,1,2,0,0,1,0,1
89,1,2,0,0,0,1,1
86,1,2,0,0,1,0,1
77,1,2,0,0,1,0,1
48,1,1,0,0,1,0,1
93,2,3,0,0,1,0,1
85,2,2,0,0,0,0,1
43,1,2,1,0,0,0,1
90,1,2,0,0,1,0,1
106,1,2,0,0,1,0,1
88,2,2,0,0,1,0,1
58,1,1,0,0,1,0,1
37,1,1,1,0,0,0,1
72,1,2,0,0,0,1,1
94,1,4,1,0,0,0,1
69,1,2,1,0,0,0,1
81,2,1,0,0,1,0,1
80,1,2,0,0,0,1,1
54,1,1,0,0,1,0,1
79,1,2,0,1,0,0,1
80,1,2,0,0,1,0,1
40,1,1,1,0,0,0,1
66,1,2,0,0,1,0,1
110,1,2,0,0,1,0,1
51,1,1,1,0,0,0,1
73,1,2,0,0,1,0,1
79,1,2,0,0,0,1,1
132,2,3,0,0,1,0,1
95,1,3,0,0,0,1,1
53,1,1,0,0,0,1,1
76,1,2,0,0,0,1,1
85,2,3,0,0,0,1,1
75,1,2,0,0,1,0,1
75,1,2,0,0,1,0,0
73,1,2,0,0,0,1,1
56,1,1,0,0,1,0,1
76,1,2,0,0,1,0,1
53,1,2,0,0,0,1,1
80,1,2,0,0,1,0,0
159,2,3,0,0,1,0,1
83,1,1,0,0,1,0,1
75,1,2,0,0,1,0,1
50,1,1,0,0,1,0,1
55,1,1,0,0,1,0,1
73,1,2,0,0,0,1,1
145,2,3,0,0,0,1,1
60,1,3,0,0,0,0,1
80,1,3,0,0,0,0,1
