Size,Bath,Bed,City_Lisboa,City_Oeiras,City_Other,City_Sintra,good_prop
31,1,1,1,0,0,0,1
65,1,2,0,0,0,1,1
42,1,2,0,0,1,0,1
78,1,3,0,0,0,0,1
99,1,2,0,0,1,0,1
63,1,2,1,0,0,0,1
59,1,2,0,0,1,0,1
30,1,1,1,0,0,0,1
115,2,3,0,0,1,0,1
83,1,2,0,1,0,0,1
73,1,2,0,0,1,0,1
75,1,2,0,0,0,1,1
147,2,1,0,0,0,1,1
114,2,3,0,0,0,1,1
71,1,2,0,0,1,0,1
103,2,3,0,0,1,0,1
136,2,3,0,0,1,0,1
104,2,3,0,0,0,1,1
80,1,3,0,0,0,0,1
97,2,3,0,1,0,0,1
123,2,3,0,0,0,1,1
109,1,2,0,0,0,0,1
50,1,1,0,0,1,0,1
61,1,1,1,0,0,0,1
72,1,2,0,0,0,0,1
110,1,3,0,0,1,0,1
70,2,2,0,0,0,1,1
78,1,2,0,0,0,1,1
80,2,2,0,1,0,0,1
160,1,1,0,0,1,0,1
95,1,2,0,0,1,0,1
41,1,1,0,0,1,0,0
120,2,4,0,0,1,0,1
78,1,2,0,0,1,0,1
47,1,1,0,0,0,1,1
41,2,1,0,0,0,1,1
82,1,2,0,0,0,1,1
71,1,2,0,0,1,0,1
93,2,2,0,0,1,0,1
62,1,2,0,0,0,1,1
45,1,1,1,0,0,0,1
79,1,3,0,0,1,0,1
113,2,3,0,0,0,1,1
61,1,2,0,0,1,0,1
46,1,1,0,0,1,0,1
95,1,2,0,0,1,0,1
70,1,2,0,0,1,0,1
112,2,1,0,0,1,0,1
79,1,2,0,0,1,0,1
66,1,2,0,0,1,0,1
72,1,2,0,0,1,0,1
65,1,2,0,0,0,1,1
64,1,2,1,0,0,0,1
106,2,3,0,0,1,0,1
124,2,4,0,0,1,0,1
81,2,3,0,0,1,0,1
57,1,1,0,0,1,0,1
88,1,2,0,0,1,0,1
82,1,1,0,0,1,0,1
66,1,2,0,0,1,0,1
74,1,2,0,0,1,0,1
62,1,1,0,0,1,0,1
91,2,3,0,0,0,1,1
60,1,1,0,0,0,0,1
54,1,2,0,0,1,0,1
115,2,2,0,0,1,0,1
79,1,2,0,0,1,0,1
103,2,3,0,0,1,0,1
74,1,2,0,0,1,0,1
145,2,3,0,0,1,0,1
28,1,1,1,0,0,0,1
126,2,4,0,0,1,0,1
127,2,2,0,0,1,0,1
58,1,2,0,0,1,0,1
85,1,3,1,0,0,0,1
60,2,2,0,1,0,0,1
86,1,1,0,0,0,1,1
87,2,3,0,0,0,1,1
61,1,2,0,0,1,0,1
44,1,1,0,0,1,0,0
73,1,2,0,0,0,1,1
70,1,2,0,0,0,1,1
106,2,3,0,0,1,0,1
93,2,3,0,0,1,0,1
60,2,2,0,0,0,1,1
108,2,3,0,0,1,0,1
104,1,2,0,0,1,0,1
39,1,1,0,0,1,0,1
86,1,2,0,0,0,1,1
30,1,1,1,0,0,0,1
87,1,1,0,0,1,0,1
46,1,1,0,1,0,0,1
51,1,1,0,0,1,0,1
60,1,1,1,0,0,0,1
91,1,2,0,0,0,1,1
85,1,2,0,0,1,0,1
100,2,3,0,0,1,0,1
81,1,2,0,0,1,0,1
178,2,4,0,0,0,1,1
75,1,2,0,1,0,0,0
74,1,3,1,0,0,0,1
143,2,3,0,0,1,0,1
88,1,2,0,0,1,0,0
57,2,3,0,1,0,0,1
121,2,3,0,0,0,1,1
82,1,2,0,0,0,1,1
63,1,2,1,0,0,0,1
73,1,1,0,0,1,0,1
83,1,3,1,0,0,0,1
55,1,1,0,0,1,0,0
62,1,2,1,0,0,0,1
94,2,2,0,0,0,1,1
96,2,3,0,0,1,0,1
74,1,2,0,0,1,0,1
61,1,1,0,0,0,1,1
75,1,3,1,0,0,0,1
52,1,2,0,1,0,0,1
60,1,2,0,0,1,0,1
99,2,3,0,0,0,1,1
90,1,2,0,0,0,1,1
75,1,2,0,0,0,1,0
32,1,1,1,0,0,0,1
63,1,2,1,0,0,0,1
95,1,2,0,0,1,0,1
108,1,2,0,0,1,0,1
252,2,2,0,0,1,0,1
60,1,1,0,1,0,0,1
80,1,2,0,0,0,1,1
63,1,2,0,0,1,0,1
65,1,1,0,1,0,0,0
76,1,2,0,0,1,0,1
86,2,3,0,0,1,0,1
77,2,2,0,0,1,0,1
27,1,1,1,0,0,0,1
80,1,2,0,0,1,0,1
118,1,2,0,0,0,1,1
65,2,2,0,0,0,0,1
75,1,2,0,0,1,0,1
40,1,1,1,0,0,0,0
35,1,1,1,0,0,0,1
42,1,2,1,0,0,0,1
82,1,3,0,0,0,1,1
75,1,2,0,0,0,0,1
57,1,1,0,0,1,0,1
80,1,1,0,0,0,0,1
58,1,1,0,1,0,0,1
84,1,2,0,0,1,0,1
29,1,1,1,0,0,0,1
65,1,1,0,0,0,1,1
34,1,1,0,0,0,1,1
78,1,2,0,0,0,1,1
30,1,1,1,0,0,0,1
38,1,1,0,0,1,0,1
115,2,3,0,0,1,0,1
72,1,2,1,0,0,0,1
81,1,2,0,0,1,0,0
95,1,2,0,0,1,0,1
80,1,2,0,0,0,1,1
50,1,1,0,0,1,0,1
55,1,1,1,0,0,0,1
71,1,2,0,0,1,0,1
43,1,1,0,0,1,0,1
40,1,1,0,1,0,0,1
68,1,2,0,0,0,1,1
82,1,1,0,0,0,1,1
81,1,2,0,0,0,1,1
79,1,1,0,0,0,1,1
47,1,1,1,0,0,0,1
50,1,1,1,0,0,0,1
59,1,1,0,0,1,0,1
121,2,4,0,0,1,0,1
95,1,2,0,0,1,0,1
88,1,2,0,0,0,1,1
106,1,2,0,0,0,1,1
63,1,2,0,0,1,0,1
65,1,3,0,0,0,1,1
52,1,2,1,0,0,0,1
139,1,2,0,0,0,1,1
110,2,3,0,0,1,0,1
61,1,2,0,0,1,0,1
70,1,2,0,0,0,1,1
80,1,1,0,0,0,1,1
56,1,2,0,0,1,0,1
110,2,3,0,0,0,1,1
99,1,2,0,0,0,1,1
55,1,1,0,0,1,0,1
83,1,2,0,0,0,1,1
106,2,4,0,0,1,0,1
109,2,3,0,0,1,0,1
66,2,3,0,0,0,0,1
93,1,3,0,0,1,0,1
105,2,3,0,0,1,0,1
90,1,2,0,0,1,0,1
110,2,3,0,0,1,0,1
73,1,2,0,0,1,0,1
44,1,1,1,0,0,0,0
47,1,1,0,0,0,1,1
90,1,3,0,0,1,0,0
77,1,2,0,0,1,0,1
64,1,2,1,0,0,0,1
64,1,2,0,0,1,0,1
219,5,4,0,0,1,0,1
99,2,3,0,0,1,0,1
88,2,3,0,0,0,1,1
40,1,1,1,0,0,0,1
115,1,3,1,0,0,0,1
72,1,2,0,0,1,0,1
77,1,2,0,0,0,1,1
68,1,2,0,0,1,0,1
101,2,4,0,0,0,1,1
80,1,2,0,0,0,1,1
77,1,2,0,0,0,1,1
116,2,3,0,0,1,0,1
75,1,2,0,0,0,1,1
42,1,2,1,0,0,0,1
85,1,2,0,0,0,1,1
94,1,2,0,0,1,0,1
64,1,1,0,0,0,1,1
103,2,3,0,0,1,0,1
70,1,3,0,0,1,0,1
62,1,1,0,0,1,0,1
85,1,2,0,0,1,0,1
61,1,1,0,0,1,0,1
45,1,1,0,0,0,1,1
60,1,2,0,0,0,1,1
77,1,2,0,0,0,1,1
97,2,4,0,0,1,0,1
67,1,2,0,0,1,0,1
102,2,3,0,0,0,0,1
62,1,2,0,0,1,0,0
40,1,1,1,0,0,0,1
90,1,2,0,0,1,0,1
105,2,3,0,0,1,0,1
74,1,2,0,1,0,0,1
121,2,4,0,0,0,1,1
119,2,3,0,0,0,1,1
53,1,2,1,0,0,0,1
71,1,2,0,0,1,0,1
107,2,2,0,0,1,0,1
101,2,2,0,0,1,0,1
107,2,2,0,0,1,0,1
95,2,2,0,0,1,0,1
107,2,2,0,0,1,0,1
107,2,2,0,0,1,0,1
117,2,3,0,0,1,0,1
139,2,3,0,0,1,0,1
52,2,3,1,0,0,0,1
95,1,2,0,0,1,0,1
40,1,1,1,0,0,0,0
81,1,2,0,0,1,0,1
73,2,2,0,1,0,0,1
91,1,2,0,0,0,1,1
100,2,3,0,0,0,1,1
90,1,3,0,0,0,1,1
81,2,2,0,0,1,0,1
85,2,3,0,0,1,0,1
81,2,3,0,1,0,0,1
90,2,2,0,1,0,0,1
86,2,3,0,0,1,0,1
48,1,2,0,0,0,1,1
86,1,2,0,0,1,0,1
92,2,3,0,0,1,0,1
45,1,1,1,0,0,0,1
124,2,2,0,0,0,1,1
62,2,2,0,0,0,1,1
82,2,3,0,0,1,0,1
74,2,2,0,0,1,0,1
73,1,1,1,0,0,0,1
80,1,2,0,0,1,0,1
116,2,3,0,0,1,0,1
60,1,2,0,0,1,0,1
85,2,3,0,0,1,0,1
77,2,2,0,0,1,0,1
80,1,3,0,0,0,1,1
94,1,3,0,0,1,0,1
105,2,2,0,0,0,1,1
74,1,2,0,0,1,0,1
87,3,3,0,0,1,0,1
65,1,1,0,1,0,0,1
78,1,2,0,0,0,1,1
76,1,3,1,0,0,0,1
95,2,3,0,0,1,0,1
90,1,2,0,0,0,1,1
82,1,2,0,0,0,1,1
117,2,3,0,0,1,0,1
58,1,2,0,0,1,0,1
69,1,2,0,0,1,0,1
107,2,2,0,0,0,1,1
57,1,2,1,0,0,0,1
60,1,3,0,0,1,0,1
50,1,1,0,0,1,0,1
85,1,3,0,0,1,0,1
53,1,1,0,1,0,0,1
56,1,1,1,0,0,0,1
72,1,2,0,0,0,1,1
89,2,3,0,0,1,0,1
75,1,2,0,0,1,0,1
116,2,3,0,0,1,0,1
116,2,3,0,0,1,0,1
116,2,3,0,0,1,0,1
47,1,1,0,0,1,0,1
97,2,2,0,0,1,0,1
68,1,2,0,0,1,0,1
60,1,2,0,0,1,0,1
125,2,3,0,0,1,0,1
71,1,1,0,0,0,1,1
111,2,2,0,0,1,0,1
86,1,2,0,0,0,1,1
86,1,2,0,0,1,0,1
104,2,2,0,0,0,1,1
74,1,1,0,0,0,0,1
116,2,3,0,0,1,0,1
78,1,2,0,0,1,0,1
113,2,3,0,0,1,0,1
68,1,2,0,0,1,0,1
56,1,2,1,0,0,0,1
70,1,2,0,0,0,1,1
60,1,2,0,0,1,0,1
89,1,2,0,0,0,1,1
97,2,3,0,0,1,0,1
89,1,1,0,1,0,0,1
51,1,1,0,0,1,0,0
107,1,1,0,0,1,0,1
85,1,2,0,0,1,0,0
50,1,1,1,0,0,0,1
86,2,4,0,0,1,0,1
54,1,2,1,0,0,0,1
60,1,2,0,0,1,0,1
125,2,3,0,0,1,0,1
67,1,2,0,0,0,1,1
59,1,2,1,0,0,0,1
89,1,2,0,0,0,1,1
85,2,2,0,0,0,1,1
56,1,1,1,0,0,0,1
39,1,1,0,0,1,0,1
105,2,2,0,0,0,1,1
77,1,3,0,0,0,1,1
95,2,3,0,0,1,0,1
75,1,2,0,0,1,0,1
90,2,3,0,0,1,0,1
60,1,2,1,0,0,0,1
102,2,3,0,0,1,0,1
72,1,2,0,0,1,0,1
73,1,3,1,0,0,0,1
90,1,3,0,0,0,1,1
78,1,2,0,0,1,0,1
79,2,3,0,0,1,0,1
76,1,2,0,0,0,1,1
100,2,3,0,0,1,0,1
85,2,3,0,0,0,1,1
106,1,2,0,0,0,1,1
121,2,3,0,0,1,0,1
91,1,2,0,0,1,0,0
110,2,3,0,0,0,1,1
80,1,2,0,0,1,0,0
140,2,3,0,0,1,0,1
67,1,2,0,0,0,1,1
90,2,2,0,0,0,1,1
65,1,1,0,0,0,1,1
117,2,3,0,0,1,0,1
48,1,3,1,0,0,0,1
80,1,2,0,0,0,1,1
160,2,2,0,0,1,0,1
84,1,2,0,0,0,1,1
67,1,4,1,0,0,0,1
72,1,2,0,0,0,1,1
60,1,2,0,0,0,1,1
31,1,1,0,0,0,0,1
72,1,2,0,0,0,1,1
62,1,2,0,1,0,0,1
74,1,2,0,0,0,1,1
72,1,2,0,0,1,0,1
44,1,1,0,1,0,0,0
78,1,2,0,0,1,0,1
119,2,3,0,0,1,0,1
31,1,1,0,0,0,0,1
141,2,3,0,0,1,0,1
67,1,3,1,0,0,0,1
75,1,2,0,0,0,1,1
66,1,2,0,0,1,0,1
66,1,2,0,0,1,0,1
73,1,2,0,0,1,0,1
99,1,2,0,0,1,0,1
97,1,2,0,0,0,1,1
24,1,1,1,0,0,0,1
125,2,2,0,0,0,1,1
35,1,1,1,0,0,0,1
35,1,1,1,0,0,0,1
35,1,1,1,0,0,0,1
35,1,1,1,0,0,0,1
35,1,1,1,0,0,0,1
150,1,3,0,0,0,1,1
54,1,3,1,0,0,0,1
71,1,2,0,0,1,0,1
73,1,2,0,0,1,0,1
41,1,2,1,0,0,0,1
56,1,1,0,0,0,1,1
50,1,2,1,0,0,0,1
106,2,4,0,0,1,0,1
77,1,2,1,0,0,0,1
60,1,3,1,0,0,0,1
47,1,1,0,0,0,1,1
84,1,2,0,0,1,0,1
112,2,3,0,0,1,0,1
73,1,2,0,0,0,1,1
82,1,3,0,0,1,0,1
94,2,3,0,0,1,0,1
72,1,2,0,0,1,0,1
131,4,3,0,0,0,1,1
60,1,2,1,0,0,0,1
105,2,4,0,0,1,0,1
70,1,2,0,0,1,0,1
90,2,2,0,0,1,0,1
43,1,2,1,0,0,0,1
30,1,1,1,0,0,0,1
134,1,1,0,0,1,0,1
82,1,3,0,0,1,0,1
82,1,2,0,0,1,0,1
53,1,1,1,0,0,0,1
52,1,1,1,0,0,0,1
36,1,1,1,0,0,0,1
63,1,2,0,0,1,0,1
76,1,1,0,0,1,0,1
93,1,2,1,0,0,0,1
87,1,2,0,0,1,0,1
98,2,3,0,0,1,0,1
65,1,2,1,0,0,0,1
70,1,2,0,0,0,1,1
76,1,2,0,0,1,0,1
106,1,2,0,0,0,1,1
88,1,2,0,0,1,0,1
50,1,1,1,0,0,0,1
70,1,4,1,0,0,0,1
58,1,2,0,0,1,0,0
88,1,3,0,0,0,1,1
150,4,5,0,0,1,0,1
119,2,2,0,0,0,1,1
105,2,3,0,0,0,1,1
72,1,2,0,0,1,0,1
50,1,1,0,0,0,1,1
49,2,3,1,0,0,0,1
108,2,4,1,0,0,0,1
60,1,2,1,0,0,0,1
70,1,2,1,0,0,0,1
100,1,2,0,0,0,1,1
38,1,1,1,0,0,0,1
97,2,3,0,0,1,0,1
35,1,1,1,0,0,0,1
69,1,3,1,0,0,0,1
78,2,3,0,0,1,0,1
89,1,2,0,0,0,1,1
35,1,1,1,0,0,0,1
62,1,2,0,0,0,1,1
86,1,3,0,0,1,0,1
132,2,2,0,0,0,1,1
72,1,2,1,0,0,0,1
58,2,1,1,0,0,0,1
76,1,2,0,0,0,1,1
70,1,2,0,0,1,0,1
65,2,2,0,0,1,0,1
58,1,1,0,0,1,0,0
126,1,1,0,0,1,0,1
40,1,1,1,0,0,0,1
61,1,2,0,0,1,0,1
85,1,2,0,0,0,1,1
50,1,2,0,0,1,0,1
55,1,1,0,0,1,0,1
78,1,3,0,0,1,0,1
26,1,1,1,0,0,0,1
95,1,2,0,0,1,0,1
57,1,1,0,0,0,1,1
67,1,2,0,0,0,1,1
111,2,3,0,0,1,0,1
63,1,5,1,0,0,0,1
96,2,3,0,0,1,0,1
98,1,2,0,0,1,0,1
60,1,2,0,1,0,0,0
120,2,4,0,0,1,0,1
56,1,2,1,0,0,0,1
144,2,3,0,0,1,0,1
89,2,3,0,0,1,0,1
48,1,1,0,0,1,0,1
74,1,2,0,0,0,1,1
86,1,1,0,0,1,0,1
86,1,1,0,0,1,0,1
90,1,2,0,0,1,0,1
60,1,1,1,0,0,0,1
89,2,3,0,0,0,1,1
45,2,3,0,0,1,0,1
34,1,1,0,1,0,0,1
67,1,2,0,0,0,0,1
112,2,3,0,0,0,1,1
119,1,1,0,0,1,0,0
80,1,2,0,0,0,1,1
122,2,3,0,0,1,0,1
71,1,1,1,0,0,0,1
42,1,1,1,0,0,0,1
110,2,3,0,0,0,1,1
118,2,3,0,0,1,0,1
51,1,1,0,0,0,1,1
50,1,1,1,0,0,0,1
58,1,2,0,0,1,0,1
73,1,2,0,0,0,1,1
62,1,3,1,0,0,0,1
70,1,2,0,0,1,0,1
55,1,2,0,0,1,0,1
175,1,2,0,0,0,0,1
74,1,3,0,0,1,0,1
33,1,1,1,0,0,0,1
67,1,2,0,0,0,1,1
100,1,2,0,0,0,1,1
60,1,2,0,0,1,0,1
41,1,1,0,0,1,0,1
66,1,2,1,0,0,0,1
93,1,2,0,0,0,1,1
112,2,3,0,0,0,1,1
96,2,3,0,0,0,1,1
80,1,3,0,0,0,1,1
63,1,2,0,0,0,1,1
70,1,2,0,0,1,0,0
64,1,2,0,0,1,0,1
52,1,1,1,0,0,0,1
90,2,3,0,0,0,1,1
56,1,2,0,0,1,0,1
50,1,1,0,0,1,0,1
60,1,2,1,0,0,0,1
80,2,3,0,1,0,0,1
79,1,2,0,0,0,1,1
75,2,3,0,0,1,0,1
67,1,2,0,1,0,0,1
95,2,3,0,0,0,1,1
121,2,3,0,0,0,1,1
50,1,1,1,0,0,0,1
46,1,1,0,0,0,1,1
104,2,4,0,0,1,0,1
86,2,3,0,0,1,0,1
52,2,1,0,0,1,0,1
113,2,3,0,0,1,0,1
87,1,2,0,0,1,0,1
80,1,3,1,0,0,0,1
70,1,2,0,0,0,0,1
80,1,2,0,0,0,1,1
79,1,2,0,0,1,0,1
49,1,1,0,0,1,0,1
145,1,2,0,0,1,0,1
84,1,3,0,0,1,0,1
94,2,3,0,0,1,0,1
74,1,2,0,0,0,1,1
84,1,3,0,0,0,1,1
87,2,3,0,1,0,0,1
50,1,1,1,0,0,0,1
83,1,3,1,0,0,0,1
75,1,3,0,0,0,1,1
48,1,1,1,0,0,0,1
50,1,2,0,0,1,0,1
111,2,3,0,0,0,1,1
63,1,1,0,0,0,0,1
92,1,2,0,0,0,1,1
74,1,2,1,0,0,0,1
136,1,2,0,0,1,0,1
42,1,1,1,0,0,0,1
89,2,3,0,0,1,0,1
107,2,4,0,0,0,1,1
86,1,3,0,0,0,0,1
92,2,3,0,0,0,1,1
117,2,3,0,0,0,1,1
73,1,3,1,0,0,0,1
111,2,3,0,0,1,0,1
64,1,2,0,0,0,1,1
63,1,2,0,0,1,0,0
67,1,2,0,1,0,0,1
58,1,1,0,1,0,0,0
17,1,1,1,0,0,0,1
73,1,1,0,0,0,1,1
48,1,1,1,0,0,0,1
105,2,3,0,0,1,0,1
103,2,3,0,0,1,0,1
86,1,2,0,0,1,0,1
102,2,3,0,1,0,0,1
70,1,2,0,0,0,1,1
55,1,2,1,0,0,0,1
86,1,2,0,0,0,1,1
52,1,2,0,1,0,0,1
111,2,3,0,0,1,0,1
122,2,3,0,0,0,1,1
68,1,2,0,0,0,0,1
100,1,3,0,0,1,0,1
55,1,1,0,0,1,0,1
55,1,1,1,0,0,0,1
50,1,2,0,0,1,0,1
86,1,3,0,0,1,0,1
100,1,2,0,0,0,1,1
69,1,2,0,1,0,0,1
78,1,2,0,1,0,0,1
52,1,2,0,1,0,0,1
58,1,2,1,0,0,0,1
50,1,2,1,0,0,0,1
60,1,2,0,0,1,0,1
85,2,3,0,0,0,1,1
59,1,2,0,0,1,0,1
34,1,1,1,0,0,0,1
76,1,2,0,0,1,0,1
77,1,3,0,0,1,0,1
70,1,2,0,0,0,1,1
96,2,1,0,0,1,0,1
90,1,3,0,0,0,1,1
101,2,3,0,0,1,0,1
177,3,4,0,0,1,0,1
82,1,3,0,0,1,0,1
82,4,3,0,0,1,0,1
82,2,3,0,0,1,0,1
84,3,3,0,0,1,0,1
52,1,2,0,0,1,0,1
69,1,2,0,0,0,1,1
136,4,3,0,0,1,0,1
82,1,2,0,0,0,1,1
90,1,2,0,0,0,1,1
94,1,2,0,0,0,1,1
98,2,3,0,0,1,0,1
50,1,2,1,0,0,0,1
81,1,2,0,0,1,0,0
71,1,2,0,0,0,1,1
107,2,3,0,0,1,0,1
45,1,1,1,0,0,0,0
94,2,3,0,0,1,0,1
63,1,2,0,0,0,1,0
58,1,2,1,0,0,0,1
61,1,2,0,0,1,0,1
97,2,2,0,0,0,1,1
72,1,2,0,1,0,0,1
34,1,1,1,0,0,0,1
65,1,1,1,0,0,0,1
190,1,1,0,0,0,1,1
82,1,1,0,0,0,1,1
106,2,3,0,0,1,0,1
58,1,2,0,0,1,0,1
53,1,1,1,0,0,0,1
86,2,2,1,0,0,0,1
89,2,2,0,0,0,1,1
105,1,2,0,0,0,1,1
70,1,3,1,0,0,0,1
90,2,1,0,0,1,0,0
33,1,1,1,0,0,0,1
94,2,3,0,1,0,0,1
60,1,2,1,0,0,0,1
58,1,2,1,0,0,0,1
89,1,2,1,0,0,0,1
83,1,2,0,0,0,1,1
74,2,3,0,0,1,0,1
103,1,3,0,0,1,0,1
83,2,3,0,0,1,0,1
70,1,2,0,0,1,0,1
109,2,3,0,0,1,0,1
105,2,2,0,0,0,1,1
74,1,2,1,0,0,0,1
68,1,1,0,0,1,0,1
70,1,2,0,0,0,0,1
125,1,3,0,0,1,0,1
64,1,2,0,0,1,0,1
66,1,2,0,0,1,0,1
74,1,2,0,0,0,1,1
84,1,2,1,0,0,0,1
57,1,2,0,0,0,1,1
97,1,3,0,0,1,0,0
35,1,2,1,0,0,0,0
81,1,2,0,0,1,0,1
76,1,2,0,0,1,0,1
78,1,2,0,0,1,0,1
44,1,1,0,0,0,1,1
47,1,1,1,0,0,0,1
30,1,1,1,0,0,0,1
30,1,1,1,0,0,0,1
48,1,2,1,0,0,0,1
62,1,2,1,0,0,0,1
102,2,3,0,0,0,1,1
41,1,2,1,0,0,0,1
59,1,2,1,0,0,0,1
89,1,2,0,0,0,1,1
63,1,2,0,0,0,1,1
76,1,3,0,0,0,1,1
51,1,1,0,0,1,0,1
51,1,2,1,0,0,0,1
90,2,2,0,1,0,0,1
64,1,1,0,0,1,0,0
112,1,3,0,0,1,0,1
62,1,2,1,0,0,0,1
118,2,3,0,0,1,0,1
72,1,1,0,0,0,1,1
32,1,1,1,0,0,0,1
29,1,1,1,0,0,0,1
59,1,2,0,1,0,0,1
59,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
45,1,2,0,1,0,0,1
68,2,3,1,0,0,0,1
45,1,2,1,0,0,0,1
29,1,1,1,0,0,0,1
56,1,2,1,0,0,0,1
61,1,2,0,0,1,0,1
132,1,2,0,0,1,0,1
46,1,1,0,0,1,0,1
119,2,3,0,0,1,0,1
73,1,2,0,0,1,0,1
88,1,2,1,0,0,0,1
64,1,2,0,0,1,0,1
76,1,2,0,0,0,1,1
79,2,3,0,0,0,1,1
80,1,2,0,0,1,0,0
90,1,3,1,0,0,0,1
96,2,3,0,0,1,0,1
61,1,2,1,0,0,0,1
63,1,2,1,0,0,0,1
57,1,2,1,0,0,0,1
78,1,3,1,0,0,0,1
58,1,2,1,0,0,0,1
97,2,3,0,0,0,1,1
41,1,1,1,0,0,0,1
79,1,2,0,0,1,0,1
70,1,2,0,0,1,0,1
77,2,3,0,0,1,0,1
76,1,3,0,0,1,0,0
86,1,2,0,0,1,0,0
73,1,2,1,0,0,0,1
61,1,2,0,0,1,0,1
77,1,3,1,0,0,0,1
115,2,3,0,0,1,0,1
74,1,2,0,0,0,1,1
43,1,2,1,0,0,0,1
82,1,2,0,0,0,1,1
260,1,3,0,0,1,0,1
79,1,2,0,0,1,0,1
86,1,2,0,0,1,0,1
80,2,3,0,1,0,0,1
80,1,2,0,0,0,1,1
84,1,1,1,0,0,0,1
61,1,2,0,0,1,0,1
91,1,2,0,0,0,1,1
63,1,2,0,0,1,0,1
58,1,2,0,0,1,0,1
69,1,2,0,0,1,0,1
