Size,Bath,Bed,City_Lisboa,City_Oeiras,City_Other,City_Sintra,good_prop
148,2,4,0,0,1,0,0
76,2,3,0,0,0,0,0
75,1,2,0,0,0,0,1
91,1,3,1,0,0,0,1
121,2,3,0,0,0,1,1
170,4,4,0,0,1,0,0
165,3,3,0,0,0,1,1
120,2,3,0,0,1,0,1
85,2,4,1,0,0,0,1
85,1,2,1,0,0,0,1
101,2,2,0,0,1,0,0
132,2,4,0,1,0,0,1
72,1,2,1,0,0,0,1
108,2,3,1,0,0,0,0
71,1,1,0,0,1,0,0
109,2,4,1,0,0,0,1
59,1,2,1,0,0,0,1
110,2,3,1,0,0,0,0
62,1,2,1,0,0,0,0
75,1,1,1,0,0,0,0
100,2,3,1,0,0,0,1
70,1,2,1,0,0,0,1
137,2,3,0,0,1,0,0
112,2,4,0,0,1,0,0
76,2,2,1,0,0,0,1
70,1,2,1,0,0,0,0
63,1,2,1,0,0,0,0
96,2,2,0,0,1,0,0
219,5,4,0,0,1,0,1
129,2,3,0,1,0,0,1
120,2,3,0,0,1,0,0
44,1,1,1,0,0,0,0
91,2,3,1,0,0,0,0
50,2,2,1,0,0,0,0
63,1,2,1,0,0,0,0
123,2,3,0,0,1,0,0
82,2,2,0,1,0,0,0
88,2,2,1,0,0,0,0
90,2,2,1,0,0,0,0
79,1,2,0,0,0,0,1
140,2,3,0,0,1,0,1
105,2,3,1,0,0,0,0
79,1,2,1,0,0,0,0
77,2,2,0,0,0,0,1
62,1,1,1,0,0,0,0
64,1,1,1,0,0,0,0
69,1,1,1,0,0,0,0
66,1,2,1,0,0,0,1
140,2,3,0,0,1,0,0
127,1,5,1,0,0,0,0
94,1,2,1,0,0,0,0
140,3,4,0,0,1,0,1
106,2,3,0,1,0,0,1
97,2,3,0,0,1,0,0
165,3,6,1,0,0,0,1
156,3,5,0,0,1,0,0
68,1,2,1,0,0,0,0
103,2,2,0,0,0,0,0
51,1,1,1,0,0,0,0
137,2,2,1,0,0,0,1
94,2,3,1,0,0,0,1
98,2,2,1,0,0,0,0
131,2,4,0,0,0,1,0
135,2,3,0,0,1,0,0
83,1,2,1,0,0,0,0
88,2,1,1,0,0,0,0
66,1,2,0,0,0,0,0
152,3,3,0,0,1,0,0
130,2,3,0,0,1,0,1
124,2,3,0,0,1,0,0
130,2,3,0,0,1,0,1
78,1,1,0,0,0,0,0
77,1,2,1,0,0,0,0
101,2,3,0,0,1,0,0
71,2,2,0,0,0,0,1
85,1,2,0,0,0,0,0
84,1,2,1,0,0,0,0
90,2,3,1,0,0,0,1
82,1,3,1,0,0,0,1
100,2,3,0,0,1,0,0
73,1,1,0,0,0,0,1
104,2,3,1,0,0,0,1
131,2,3,0,0,0,1,1
112,2,3,0,0,1,0,0
113,2,3,0,0,1,0,0
115,2,2,0,0,0,1,0
141,3,4,1,0,0,0,0
85,2,2,0,1,0,0,1
117,2,3,1,0,0,0,1
100,2,4,1,0,0,0,0
74,1,2,1,0,0,0,0
81,2,2,0,0,0,0,0
83,2,1,1,0,0,0,0
97,2,3,0,1,0,0,0
147,2,3,0,0,1,0,0
88,1,2,0,0,1,0,0
60,1,1,0,0,1,0,0
60,1,1,0,0,1,0,0
97,1,2,0,0,0,0,1
140,2,4,0,0,1,0,0
71,1,3,1,0,0,0,0
71,1,3,1,0,0,0,0
113,2,3,0,1,0,0,0
104,2,3,1,0,0,0,0
84,2,2,0,0,1,0,0
95,1,3,1,0,0,0,0
137,3,3,0,1,0,0,0
87,1,2,1,0,0,0,0
84,1,2,1,0,0,0,0
115,2,3,0,0,1,0,0
80,2,2,0,0,0,0,0
222,3,3,1,0,0,0,1
120,2,3,0,0,0,1,1
174,2,3,0,1,0,0,0
127,2,3,0,0,1,0,0
70,1,2,1,0,0,0,0
104,2,3,1,0,0,0,0
76,1,2,1,0,0,0,0
82,2,2,0,0,0,0,1
108,2,2,1,0,0,0,1
130,2,3,0,0,0,0,1
138,3,3,0,0,0,0,1
111,2,2,0,0,1,0,1
113,2,4,1,0,0,0,1
171,3,4,0,0,0,1,1
70,1,2,1,0,0,0,1
65,1,2,1,0,0,0,0
93,2,2,1,0,0,0,0
111,2,2,0,0,1,0,0
156,2,4,0,1,0,0,0
80,2,2,1,0,0,0,1
99,2,2,0,1,0,0,0
52,1,1,1,0,0,0,0
52,1,1,1,0,0,0,0
48,1,1,1,0,0,0,0
67,1,3,1,0,0,0,0
199,2,2,0,0,1,0,1
85,1,2,0,0,1,0,0
216,1,3,0,0,1,0,0
121,2,3,0,1,0,0,0
58,1,2,1,0,0,0,0
177,2,2,0,0,1,0,1
175,2,3,0,0,1,0,1
61,1,2,1,0,0,0,0
140,2,3,0,0,0,1,0
95,1,2,1,0,0,0,0
65,1,2,0,0,0,0,0
56,1,1,1,0,0,0,1
145,2,3,0,0,1,0,1
105,2,3,1,0,0,0,0
75,1,2,0,1,0,0,0
87,2,2,1,0,0,0,0
88,2,4,1,0,0,0,0
80,1,2,1,0,0,0,1
63,1,2,0,0,0,0,0
149,2,4,1,0,0,0,1
140,2,4,1,0,0,0,0
58,1,2,1,0,0,0,0
141,3,4,0,0,1,0,0
83,2,3,0,1,0,0,1
87,1,2,1,0,0,0,1
58,1,1,0,0,0,0,0
69,1,2,1,0,0,0,0
95,2,3,1,0,0,0,0
76,2,2,1,0,0,0,0
76,2,2,1,0,0,0,0
95,2,3,1,0,0,0,0
76,2,2,1,0,0,0,0
127,2,3,0,0,1,0,0
110,2,4,0,1,0,0,1
100,2,3,1,0,0,0,1
101,2,4,0,0,0,1,1
65,1,2,1,0,0,0,0
130,2,4,1,0,0,0,0
150,2,3,0,0,1,0,1
111,2,4,1,0,0,0,1
90,1,3,1,0,0,0,1
240,1,2,0,0,0,1,1
241,1,2,0,0,0,1,1
112,2,2,0,0,0,0,0
65,3,3,1,0,0,0,1
73,2,4,1,0,0,0,1
140,4,6,1,0,0,0,1
75,1,1,1,0,0,0,1
70,1,3,1,0,0,0,1
95,1,2,1,0,0,0,0
73,1,2,1,0,0,0,1
110,2,3,1,0,0,0,0
153,2,4,0,0,0,1,1
67,1,3,1,0,0,0,1
159,2,3,0,0,1,0,0
40,1,1,1,0,0,0,0
114,2,3,0,1,0,0,0
160,3,3,0,0,0,1,1
113,2,2,0,0,0,0,0
42,1,1,1,0,0,0,0
112,2,2,1,0,0,0,0
133,3,2,0,0,1,0,0
130,2,4,1,0,0,0,0
50,1,1,1,0,0,0,0
124,2,3,0,0,1,0,0
85,1,2,0,0,0,0,0
122,2,2,0,0,0,0,0
85,1,2,0,0,0,0,0
122,2,2,0,0,0,0,0
92,2,2,0,0,0,0,0
117,2,2,0,0,0,0,0
110,2,3,0,0,0,0,0
92,1,2,1,0,0,0,0
100,2,3,0,0,1,0,0
63,1,1,1,0,0,0,0
78,1,2,1,0,0,0,0
138,2,3,0,0,0,1,1
84,1,3,0,0,0,0,0
74,2,1,0,0,0,0,0
55,1,1,1,0,0,0,0
95,1,2,0,0,0,1,0
160,2,4,0,0,0,1,1
101,2,2,0,0,0,0,0
80,2,2,0,0,0,0,0
68,1,2,0,0,0,0,0
82,2,2,0,0,0,0,0
103,2,2,0,0,0,0,0
106,2,2,0,0,0,0,0
82,2,2,0,0,0,0,0
77,2,2,0,0,0,0,0
81,2,2,0,0,0,0,0
97,2,2,0,0,0,0,0
82,2,2,0,0,0,0,0
125,2,3,0,1,0,0,0
129,3,3,0,0,0,0,0
110,2,2,1,0,0,0,0
59,2,2,1,0,0,0,1
87,2,3,0,0,0,1,0
70,1,2,1,0,0,0,0
89,1,2,0,0,1,0,0
75,1,2,1,0,0,0,0
109,2,3,1,0,0,0,0
72,1,2,1,0,0,0,1
179,3,3,0,0,1,0,0
106,2,3,1,0,0,0,0
67,1,1,1,0,0,0,0
70,1,4,1,0,0,0,1
68,1,2,1,0,0,0,1
115,2,3,0,0,0,0,0
115,2,3,0,0,0,0,1
115,2,3,0,0,0,0,1
89,2,2,0,0,0,0,1
89,2,2,0,0,0,0,1
130,1,2,1,0,0,0,0
143,3,3,1,0,0,0,0
127,2,3,0,0,0,1,1
69,1,2,1,0,0,0,0
106,2,3,1,0,0,0,0
70,1,3,1,0,0,0,0
89,2,2,1,0,0,0,0
92,2,2,0,1,0,0,0
63,1,5,1,0,0,0,1
64,1,5,1,0,0,0,1
90,3,4,0,0,0,0,1
90,2,2,0,1,0,0,0
115,2,3,0,0,1,0,0
80,2,3,1,0,0,0,1
75,1,2,1,0,0,0,0
125,2,2,0,0,0,0,0
82,2,3,1,0,0,0,1
73,1,2,1,0,0,0,0
43,1,1,1,0,0,0,0
98,1,2,0,0,1,0,0
103,1,2,0,0,1,0,0
124,2,3,1,0,0,0,0
136,3,4,1,0,0,0,1
85,2,2,0,1,0,0,0
108,2,2,0,1,0,0,0
108,3,2,0,1,0,0,0
108,3,2,0,1,0,0,0
55,2,1,1,0,0,0,1
110,2,4,0,0,0,0,1
59,1,1,0,0,0,0,0
84,1,1,0,0,0,0,0
120,2,4,1,0,0,0,0
129,3,3,0,1,0,0,0
70,2,2,1,0,0,0,1
121,2,3,0,0,1,0,0
113,1,2,1,0,0,0,0
107,2,2,1,0,0,0,0
56,1,1,1,0,0,0,0
89,2,1,1,0,0,0,1
150,2,5,1,0,0,0,1
72,2,3,1,0,0,0,1
70,1,2,0,0,1,0,0
218,2,3,0,0,1,0,1
164,2,2,0,0,1,0,1
60,1,1,1,0,0,0,1
89,1,2,0,1,0,0,0
85,2,3,0,0,0,0,0
77,1,2,0,0,0,0,1
109,2,3,0,0,1,0,1
106,2,4,0,0,0,0,1
175,1,2,0,0,0,0,1
87,2,2,1,0,0,0,0
51,2,2,1,0,0,0,1
191,3,4,0,0,1,0,0
220,4,4,0,0,0,1,1
69,2,3,0,0,0,0,1
114,2,3,0,0,1,0,0
186,3,5,0,1,0,0,1
57,1,1,1,0,0,0,0
151,3,4,1,0,0,0,1
80,1,2,0,0,0,0,0
86,2,2,1,0,0,0,1
111,2,4,0,0,1,0,1
108,2,4,1,0,0,0,0
154,2,3,1,0,0,0,0
101,1,1,1,0,0,0,0
56,1,1,1,0,0,0,0
81,1,2,1,0,0,0,0
107,2,2,0,0,0,0,0
107,2,2,0,0,0,0,0
107,2,2,0,0,0,0,0
107,2,2,0,0,0,0,0
107,2,2,0,0,0,0,0
107,2,3,0,0,0,0,0
107,2,3,0,0,0,0,0
67,1,1,1,0,0,0,0
107,2,3,0,0,0,0,0
100,2,2,1,0,0,0,0
55,1,1,1,0,0,0,0
101,2,2,0,0,1,0,0
93,1,2,1,0,0,0,1
122,2,3,0,1,0,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,1
128,3,2,0,0,1,0,0
128,3,2,0,0,1,0,0
178,2,3,0,0,1,0,0
65,2,2,1,0,0,0,0
100,2,3,0,0,1,0,0
90,3,3,0,0,0,0,0
106,2,4,1,0,0,0,1
79,1,1,0,1,0,0,0
74,1,2,1,0,0,0,0
95,2,3,1,0,0,0,0
87,1,2,0,1,0,0,0
92,2,3,0,0,1,0,0
66,1,1,1,0,0,0,0
57,1,1,1,0,0,0,0
210,2,4,0,0,1,0,1
98,1,2,0,0,0,0,0
87,2,3,0,1,0,0,1
103,2,3,1,0,0,0,1
180,2,2,0,0,0,0,1
167,2,4,0,0,1,0,0
128,1,2,1,0,0,0,0
48,1,1,1,0,0,0,1
140,2,3,0,0,0,1,1
116,2,3,0,0,1,0,0
113,2,3,1,0,0,0,0
67,1,2,0,0,0,0,1
84,2,1,1,0,0,0,0
85,2,1,1,0,0,0,0
92,2,1,1,0,0,0,0
68,2,1,1,0,0,0,0
68,2,1,1,0,0,0,0
53,2,1,1,0,0,0,0
65,2,1,1,0,0,0,0
70,2,1,1,0,0,0,0
60,2,1,1,0,0,0,0
53,2,1,1,0,0,0,0
118,2,1,1,0,0,0,0
92,2,1,1,0,0,0,0
68,2,1,1,0,0,0,0
127,2,3,1,0,0,0,0
83,2,2,1,0,0,0,0
87,1,2,1,0,0,0,1
119,2,3,1,0,0,0,0
108,2,1,1,0,0,0,0
156,3,4,0,1,0,0,0
82,1,3,1,0,0,0,0
81,1,3,1,0,0,0,0
81,1,3,1,0,0,0,0
90,1,2,1,0,0,0,0
104,1,4,1,0,0,0,0
142,2,3,1,0,0,0,0
64,1,1,1,0,0,0,0
100,2,3,1,0,0,0,0
125,2,3,1,0,0,0,0
120,2,3,1,0,0,0,0
48,1,1,1,0,0,0,1
50,1,1,1,0,0,0,0
53,1,1,1,0,0,0,0
53,1,2,1,0,0,0,0
50,1,2,1,0,0,0,0
45,1,2,1,0,0,0,0
50,1,1,1,0,0,0,0
45,1,1,1,0,0,0,0
93,2,2,0,0,1,0,0
138,2,3,0,0,1,0,0
56,1,1,1,0,0,0,0
40,1,1,1,0,0,0,0
96,1,1,1,0,0,0,0
83,1,1,1,0,0,0,0
92,2,3,1,0,0,0,1
161,2,3,0,0,1,0,0
167,2,3,0,0,1,0,0
57,1,1,1,0,0,0,0
67,1,2,1,0,0,0,0
207,3,4,0,0,1,0,1
105,2,3,0,1,0,0,0
257,3,4,0,0,1,0,1
77,1,2,1,0,0,0,0
104,2,3,1,0,0,0,0
66,1,2,0,0,0,0,0
112,1,3,0,0,1,0,0
88,1,2,0,1,0,0,0
48,2,2,1,0,0,0,1
79,1,2,0,0,1,0,0
152,3,4,1,0,0,0,0
50,1,1,1,0,0,0,0
50,1,1,1,0,0,0,0
50,1,1,1,0,0,0,0
50,1,1,1,0,0,0,0
135,1,2,0,1,0,0,0
96,2,4,1,0,0,0,0
107,2,2,0,0,0,1,1
110,2,3,0,0,1,0,1
162,3,2,0,0,0,0,0
40,3,2,0,0,0,1,0
69,1,2,1,0,0,0,1
65,2,2,1,0,0,0,0
54,1,1,1,0,0,0,0
55,1,1,1,0,0,0,0
60,1,1,1,0,0,0,0
96,2,2,1,0,0,0,0
92,2,3,0,0,0,0,0
85,1,3,1,0,0,0,1
72,1,1,1,0,0,0,1
50,1,2,1,0,0,0,1
110,2,3,1,0,0,0,0
73,1,2,1,0,0,0,1
73,1,1,0,0,0,1,0
134,3,3,0,0,0,1,1
146,2,3,0,0,0,1,1
130,2,5,1,0,0,0,0
84,1,1,1,0,0,0,0
90,2,2,1,0,0,0,0
45,1,1,1,0,0,0,0
112,2,3,0,0,0,0,1
109,2,3,1,0,0,0,0
120,1,4,1,0,0,0,0
117,2,3,1,0,0,0,1
90,2,3,1,0,0,0,0
147,2,4,1,0,0,0,0
173,2,2,0,1,0,0,0
160,2,2,0,1,0,0,0
235,2,2,0,1,0,0,0
143,2,3,1,0,0,0,0
202,3,3,0,0,0,1,1
138,2,2,0,0,0,1,1
136,2,2,0,0,0,1,1
136,2,2,0,0,0,1,1
138,2,2,0,0,0,1,1
136,2,2,0,0,0,1,1
189,2,1,0,0,0,1,1
100,1,3,1,0,0,0,1
86,2,2,1,0,0,0,1
76,2,1,1,0,0,0,1
106,2,3,0,0,1,0,0
114,2,3,0,0,1,0,0
106,2,3,0,0,1,0,0
114,2,3,0,0,1,0,0
70,1,2,1,0,0,0,0
89,1,2,1,0,0,0,1
160,3,4,0,0,0,0,1
130,2,3,1,0,0,0,0
66,1,2,1,0,0,0,1
140,1,1,0,1,0,0,0
133,3,3,0,0,0,0,1
85,2,3,1,0,0,0,0
83,1,1,1,0,0,0,0
96,1,1,1,0,0,0,0
83,1,1,1,0,0,0,0
94,1,1,1,0,0,0,0
72,1,2,1,0,0,0,0
205,2,3,0,0,0,1,1
66,1,2,1,0,0,0,0
73,1,1,0,0,0,0,0
58,2,1,1,0,0,0,0
60,1,1,1,0,0,0,0
122,2,3,1,0,0,0,0
59,1,2,1,0,0,0,1
132,3,3,0,1,0,0,0
107,2,2,1,0,0,0,0
44,1,2,1,0,0,0,0
100,2,2,0,0,1,0,0
90,2,2,1,0,0,0,0
130,2,3,0,1,0,0,0
111,2,3,0,0,1,0,0
91,2,2,0,0,1,0,0
112,2,2,0,0,1,0,0
100,2,2,0,0,1,0,0
100,2,2,0,0,1,0,0
153,2,4,0,0,1,0,0
147,2,4,0,0,1,0,0
65,1,2,1,0,0,0,0
90,1,3,1,0,0,0,0
119,2,3,0,0,1,0,0
98,2,2,0,0,1,0,0
129,2,3,0,0,1,0,0
98,2,2,0,0,1,0,0
129,2,3,0,0,1,0,0
98,2,2,0,0,1,0,0
129,2,3,0,0,1,0,0
124,1,2,1,0,0,0,1
105,2,3,1,0,0,0,0
71,1,2,1,0,0,0,0
116,3,2,1,0,0,0,0
77,2,3,1,0,0,0,0
168,2,3,1,0,0,0,1
55,1,1,1,0,0,0,0
58,1,1,1,0,0,0,0
64,1,1,1,0,0,0,0
77,1,1,1,0,0,0,0
55,1,1,1,0,0,0,0
79,1,3,1,0,0,0,0
88,2,2,1,0,0,0,0
98,1,2,1,0,0,0,1
96,2,3,0,0,0,0,0
131,2,2,1,0,0,0,0
173,2,2,0,0,1,0,0
93,2,2,0,1,0,0,0
85,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
71,1,1,0,0,0,0,0
106,1,3,1,0,0,0,0
162,2,2,0,1,0,0,0
111,1,3,1,0,0,0,1
85,1,1,1,0,0,0,0
188,3,3,0,0,0,1,1
148,3,3,0,0,0,1,1
87,3,2,1,0,0,0,1
67,1,2,1,0,0,0,1
123,2,3,0,0,1,0,0
88,2,1,1,0,0,0,0
100,2,2,0,0,0,0,0
144,2,3,0,0,0,1,1
110,2,2,1,0,0,0,0
96,2,3,0,1,0,0,1
101,2,2,0,0,1,0,0
90,1,2,1,0,0,0,0
150,2,4,0,0,1,0,1
110,1,3,1,0,0,0,0
119,2,3,1,0,0,0,0
65,1,2,0,1,0,0,0
78,1,2,1,0,0,0,0
54,1,1,1,0,0,0,0
54,1,1,1,0,0,0,0
131,2,2,0,1,0,0,0
73,2,1,1,0,0,0,0
61,2,1,1,0,0,0,0
74,2,1,1,0,0,0,0
74,2,1,1,0,0,0,0
62,2,1,1,0,0,0,0
90,1,3,1,0,0,0,1
113,3,3,1,0,0,0,0
106,3,2,0,1,0,0,0
167,4,3,0,0,1,0,0
126,2,3,0,1,0,0,1
75,1,1,1,0,0,0,0
73,1,1,1,0,0,0,0
75,1,3,1,0,0,0,1
119,2,3,1,0,0,0,1
60,1,2,0,0,0,1,0
73,1,1,1,0,0,0,0
109,2,3,0,0,1,0,0
99,2,3,0,1,0,0,1
78,1,2,1,0,0,0,0
59,1,1,1,0,0,0,0
52,1,1,1,0,0,0,0
151,2,3,0,0,1,0,0
77,1,3,1,0,0,0,1
54,1,1,1,0,0,0,0
62,1,2,1,0,0,0,1
42,1,2,1,0,0,0,0
105,2,2,1,0,0,0,0
163,2,3,0,1,0,0,1
88,2,4,1,0,0,0,0
70,2,2,1,0,0,0,1
102,2,2,1,0,0,0,0
105,2,2,1,0,0,0,0
111,2,2,1,0,0,0,0
116,2,2,1,0,0,0,0
119,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
71,2,2,0,0,0,0,1
105,2,2,1,0,0,0,0
111,2,2,1,0,0,0,0
116,2,2,1,0,0,0,0
119,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
111,2,2,1,0,0,0,0
116,2,2,1,0,0,0,0
119,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
85,2,2,0,1,0,0,1
102,2,2,1,0,0,0,0
105,2,2,1,0,0,0,0
102,2,2,1,0,0,0,0
116,2,2,1,0,0,0,0
119,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
101,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
136,2,3,1,0,0,0,0
102,2,2,1,0,0,0,0
150,1,4,1,0,0,0,0
110,2,3,0,1,0,0,0
57,1,1,1,0,0,0,0
88,1,3,1,0,0,0,0
74,2,1,1,0,0,0,0
48,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
107,1,3,0,1,0,0,1
84,1,1,1,0,0,0,1
43,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
49,1,1,1,0,0,0,0
131,2,3,0,0,1,0,1
99,2,5,1,0,0,0,1
68,2,2,0,1,0,0,1
53,1,2,1,0,0,0,0
86,1,4,1,0,0,0,0
87,3,2,1,0,0,0,0
87,3,2,1,0,0,0,0
60,1,3,1,0,0,0,1
73,1,2,0,0,1,0,0
45,1,1,1,0,0,0,0
45,1,1,1,0,0,0,0
45,1,1,1,0,0,0,0
44,1,1,1,0,0,0,0
87,1,1,1,0,0,0,0
45,1,1,1,0,0,0,0
44,1,1,1,0,0,0,0
105,2,3,1,0,0,0,0
94,2,3,0,1,0,0,1
156,2,3,0,0,0,0,0
85,1,3,1,0,0,0,0
60,1,1,1,0,0,0,0
145,3,3,1,0,0,0,0
113,2,3,0,0,1,0,1
108,2,3,0,0,1,0,0
82,2,3,1,0,0,0,0
56,1,1,1,0,0,0,1
58,1,1,1,0,0,0,0
60,1,2,1,0,0,0,0
69,1,1,1,0,0,0,0
110,2,3,1,0,0,0,0
79,1,3,1,0,0,0,0
87,1,3,1,0,0,0,0
85,2,3,1,0,0,0,0
150,2,2,0,1,0,0,0
120,3,2,1,0,0,0,1
80,1,2,0,0,0,0,0
110,2,2,0,0,1,0,0
65,1,2,1,0,0,0,0
117,2,5,1,0,0,0,0
121,2,4,0,0,1,0,0
120,2,3,1,0,0,0,0
110,1,2,1,0,0,0,0
84,2,2,1,0,0,0,0
60,1,2,1,0,0,0,0
118,1,2,1,0,0,0,0
148,2,3,0,0,1,0,0
90,2,2,0,0,0,0,1
100,2,2,1,0,0,0,1
160,2,3,0,0,1,0,1
75,1,2,1,0,0,0,0
117,3,3,1,0,0,0,0
110,2,3,0,0,0,0,1
130,2,4,0,1,0,0,0
118,2,3,1,0,0,0,0
146,2,4,1,0,0,0,0
55,1,2,1,0,0,0,0
95,2,2,1,0,0,0,0
125,2,3,0,0,1,0,0
112,2,4,1,0,0,0,0
74,1,2,1,0,0,0,0
81,2,3,1,0,0,0,1
44,1,2,1,0,0,0,0
155,2,3,1,0,0,0,0
